entry_id,vessel_id,internal_timestamp,propeller_rpm
50,NAUTILUS_01,1970-01-01 00:00:01.711000062,811.9339688893106
51,NAUTILUS_01,1970-01-01 00:00:01.711000063,814.116106327467
52,NAUTILUS_01,1970-01-01 00:00:01.711000065,813.0809451896004
53,NAUTILUS_01,1970-01-01 00:00:01.711000066,816.421833601612
54,NAUTILUS_01,1970-01-01 00:00:01.711000067,814.5962014029134
55,NAUTILUS_01,1970-01-01 00:00:01.711000068,821.1655282864865
56,NAUTILUS_01,1970-01-01 00:00:01.711000070,812.875840690874
57,NAUTILUS_01,1970-01-01 00:00:01.711000071,815.0839185983083
58,NAUTILUS_01,1970-01-01 00:00:01.711000072,816.7961550913049
59,NAUTILUS_01,1970-01-01 00:00:01.711000073,815.3723833970914
60,NAUTILUS_01,1970-01-01 00:00:01.711000075,813.1881743515637
61,NAUTILUS_01,1970-01-01 00:00:01.711000076,816.3654303100545
62,NAUTILUS_01,1970-01-01 00:00:01.711000077,817.2935677814324
63,NAUTILUS_01,1970-01-01 00:00:01.711000078,815.9493776233791
64,NAUTILUS_01,1970-01-01 00:00:01.711000080,817.3192459347041
65,NAUTILUS_01,1970-01-01 00:00:01.711000081,817.4381937862134
66,NAUTILUS_01,1970-01-01 00:00:01.711000082,818.1324565531261
67,NAUTILUS_01,1970-01-01 00:00:01.711000083,818.5222166752184
68,NAUTILUS_01,1970-01-01 00:00:01.711000085,817.436012220685
69,NAUTILUS_01,1970-01-01 00:00:01.711000086,820.1974119600554
70,NAUTILUS_01,1970-01-01 00:00:01.711000087,817.6323922193669
71,NAUTILUS_01,1970-01-01 00:00:01.711000088,818.341572609649
72,NAUTILUS_01,1970-01-01 00:00:01.711000090,820.9836698381847
73,NAUTILUS_01,1970-01-01 00:00:01.711000091,816.14769828128
74,NAUTILUS_01,1970-01-01 00:00:01.711000092,819.4099040506431
75,NAUTILUS_01,1970-01-01 00:00:01.711000093,816.6454832711634
76,NAUTILUS_01,1970-01-01 00:00:01.711000095,819.3175595857977
77,NAUTILUS_01,1970-01-01 00:00:01.711000096,821.7319665897784
78,NAUTILUS_01,1970-01-01 00:00:01.711000097,821.4111828247251
79,NAUTILUS_01,1970-01-01 00:00:01.711000098,823.6248313089754
80,NAUTILUS_01,1970-01-01 00:00:01.711000100,818.2482207982042
81,NAUTILUS_01,1970-01-01 00:00:01.711000101,817.4737711680757
82,NAUTILUS_01,1970-01-01 00:00:01.711000102,818.0312956871954
83,NAUTILUS_01,1970-01-01 00:00:01.711000103,823.4560861588102
84,NAUTILUS_01,1970-01-01 00:00:01.711000105,824.275220560544
85,NAUTILUS_01,1970-01-01 00:00:01.711000106,821.2746498476489
86,NAUTILUS_01,1970-01-01 00:00:01.711000107,819.7059090331812
87,NAUTILUS_01,1970-01-01 00:00:01.711000108,818.6510344883962
88,NAUTILUS_01,1970-01-01 00:00:01.711000110,819.6850727656156
89,NAUTILUS_01,1970-01-01 00:00:01.711000111,821.2958647277402
90,NAUTILUS_01,1970-01-01 00:00:01.711000112,822.6468523194944
91,NAUTILUS_01,1970-01-01 00:00:01.711000113,826.0594987023296
92,NAUTILUS_01,1970-01-01 00:00:01.711000115,821.3884548901702
93,NAUTILUS_01,1970-01-01 00:00:01.711000116,822.8003616766014
94,NAUTILUS_01,1970-01-01 00:00:01.711000117,824.1398110891267
95,NAUTILUS_01,1970-01-01 00:00:01.711000118,821.3133908249539
96,NAUTILUS_01,1970-01-01 00:00:01.711000120,825.5953302143957
97,NAUTILUS_01,1970-01-01 00:00:01.711000121,822.9217194805633
98,NAUTILUS_01,1970-01-01 00:00:01.711000122,828.5668432240627
99,NAUTILUS_01,1970-01-01 00:00:01.711000123,826.1335144138369
100,NAUTILUS_01,1970-01-01 00:00:01.711000125,821.2200761020589
101,NAUTILUS_01,1970-01-01 00:00:01.711000126,828.4154490195475
102,NAUTILUS_01,1970-01-01 00:00:01.711000127,825.4390239447539
103,NAUTILUS_01,1970-01-01 00:00:01.711000128,825.7405213778533
104,NAUTILUS_01,1970-01-01 00:00:01.711000130,825.1604508466235
105,NAUTILUS_01,1970-01-01 00:00:01.711000131,823.3075032159937
106,NAUTILUS_01,1970-01-01 00:00:01.711000132,825.5897522994059
107,NAUTILUS_01,1970-01-01 00:00:01.711000133,827.1789057949507
108,NAUTILUS_01,1970-01-01 00:00:01.711000135,832.8332394252778
109,NAUTILUS_01,1970-01-01 00:00:01.711000136,826.9308974649615
110,NAUTILUS_01,1970-01-01 00:00:01.711000137,826.1612206458792
111,NAUTILUS_01,1970-01-01 00:00:01.711000138,826.6031937847067
112,NAUTILUS_01,1970-01-01 00:00:01.711000140,829.1330876597015
113,NAUTILUS_01,1970-01-01 00:00:01.711000141,824.3115813922923
114,NAUTILUS_01,1970-01-01 00:00:01.711000142,829.5264855310135
115,NAUTILUS_01,1970-01-01 00:00:01.711000143,830.241765808697
116,NAUTILUS_01,1970-01-01 00:00:01.711000145,827.9676281171718
117,NAUTILUS_01,1970-01-01 00:00:01.711000146,833.4001109150452
118,NAUTILUS_01,1970-01-01 00:00:01.711000147,825.5304367066598
119,NAUTILUS_01,1970-01-01 00:00:01.711000148,827.5681443747709
120,NAUTILUS_01,1970-01-01 00:00:01.711000150,828.5062877574381
121,NAUTILUS_01,1970-01-01 00:00:01.711000151,824.3004554099343
122,NAUTILUS_01,1970-01-01 00:00:01.711000152,829.2894402219214
123,NAUTILUS_01,1970-01-01 00:00:01.711000153,827.0219776022825
124,NAUTILUS_01,1970-01-01 00:00:01.711000155,829.7126015173668
125,NAUTILUS_01,1970-01-01 00:00:01.711000156,828.7714011577987
126,NAUTILUS_01,1970-01-01 00:00:01.711000157,830.4790500373065
127,NAUTILUS_01,1970-01-01 00:00:01.711000158,831.655368957333
128,NAUTILUS_01,1970-01-01 00:00:01.711000160,831.4106094396826
129,NAUTILUS_01,1970-01-01 00:00:01.711000161,831.1861368604168
130,NAUTILUS_01,1970-01-01 00:00:01.711000162,832.0395902836827
131,NAUTILUS_01,1970-01-01 00:00:01.711000163,829.4732995050715
132,NAUTILUS_01,1970-01-01 00:00:01.711000165,832.1766334678489
133,NAUTILUS_01,1970-01-01 00:00:01.711000166,836.8078865878044
134,NAUTILUS_01,1970-01-01 00:00:01.711000167,835.9098011872569
135,NAUTILUS_01,1970-01-01 00:00:01.711000168,833.4756113383846
136,NAUTILUS_01,1970-01-01 00:00:01.711000170,834.5069692705069
137,NAUTILUS_01,1970-01-01 00:00:01.711000171,838.1611405908218
138,NAUTILUS_01,1970-01-01 00:00:01.711000172,833.4995104552113
139,NAUTILUS_01,1970-01-01 00:00:01.711000173,834.4031412933307
140,NAUTILUS_01,1970-01-01 00:00:01.711000175,832.9505595079631
141,NAUTILUS_01,1970-01-01 00:00:01.711000176,833.9866913008532
142,NAUTILUS_01,1970-01-01 00:00:01.711000177,834.5940663514551
143,NAUTILUS_01,1970-01-01 00:00:01.711000178,835.7281603635138
144,NAUTILUS_01,1970-01-01 00:00:01.711000180,834.2906928243887
145,NAUTILUS_01,1970-01-01 00:00:01.711000181,837.0464558725583
146,NAUTILUS_01,1970-01-01 00:00:01.711000182,836.5769927238224
147,NAUTILUS_01,1970-01-01 00:00:01.711000183,837.0458532415448
148,NAUTILUS_01,1970-01-01 00:00:01.711000185,836.5002814917235
149,NAUTILUS_01,1970-01-01 00:00:01.711000186,835.9357837925533
150,NAUTILUS_01,1970-01-01 00:00:01.711000187,837.1068269023907
151,NAUTILUS_01,1970-01-01 00:00:01.711000188,839.4542402596147
152,NAUTILUS_01,1970-01-01 00:00:01.711000190,836.5776431999768
153,NAUTILUS_01,1970-01-01 00:00:01.711000191,837.368764605932
154,NAUTILUS_01,1970-01-01 00:00:01.711000192,841.693204351014
155,NAUTILUS_01,1970-01-01 00:00:01.711000193,840.2532850064574
156,NAUTILUS_01,1970-01-01 00:00:01.711000195,837.9297524906766
157,NAUTILUS_01,1970-01-01 00:00:01.711000196,836.5884876511972
158,NAUTILUS_01,1970-01-01 00:00:01.711000197,839.8581758811315
159,NAUTILUS_01,1970-01-01 00:00:01.711000198,837.8502481074731
160,NAUTILUS_01,1970-01-01 00:00:01.711000200,841.9901842249924
161,NAUTILUS_01,1970-01-01 00:00:01.711000201,839.9750759728823
162,NAUTILUS_01,1970-01-01 00:00:01.711000202,838.9063819194462
163,NAUTILUS_01,1970-01-01 00:00:01.711000203,837.5831326076419
164,NAUTILUS_01,1970-01-01 00:00:01.711000205,839.3797487554109
165,NAUTILUS_01,1970-01-01 00:00:01.711000206,841.2671465441625
166,NAUTILUS_01,1970-01-01 00:00:01.711000207,837.8115981535367
167,NAUTILUS_01,1970-01-01 00:00:01.711000208,838.0456868613173
168,NAUTILUS_01,1970-01-01 00:00:01.711000210,840.5025182635513
169,NAUTILUS_01,1970-01-01 00:00:01.711000211,841.150467673013
170,NAUTILUS_01,1970-01-01 00:00:01.711000212,840.6272162535982
171,NAUTILUS_01,1970-01-01 00:00:01.711000213,843.1263317052011
172,NAUTILUS_01,1970-01-01 00:00:01.711000215,842.7112003002643
173,NAUTILUS_01,1970-01-01 00:00:01.711000216,838.8535108235421
174,NAUTILUS_01,1970-01-01 00:00:01.711000217,844.0390286880546
175,NAUTILUS_01,1970-01-01 00:00:01.711000218,842.0332982638845
176,NAUTILUS_01,1970-01-01 00:00:01.711000220,845.1617358819682
177,NAUTILUS_01,1970-01-01 00:00:01.711000221,841.7093080579423
178,NAUTILUS_01,1970-01-01 00:00:01.711000222,844.514183482908
179,NAUTILUS_01,1970-01-01 00:00:01.711000223,843.1101971129539
180,NAUTILUS_01,1970-01-01 00:00:01.711000225,843.059713089248
181,NAUTILUS_01,1970-01-01 00:00:01.711000226,844.4337534266139
182,NAUTILUS_01,1970-01-01 00:00:01.711000227,839.7720170942755
183,NAUTILUS_01,1970-01-01 00:00:01.711000228,841.6167398843551
184,NAUTILUS_01,1970-01-01 00:00:01.711000230,842.3869233417895
185,NAUTILUS_01,1970-01-01 00:00:01.711000231,841.0835655446709
186,NAUTILUS_01,1970-01-01 00:00:01.711000232,842.0352779818325
187,NAUTILUS_01,1970-01-01 00:00:01.711000233,844.7327551581155
188,NAUTILUS_01,1970-01-01 00:00:01.711000235,847.3379978940892
189,NAUTILUS_01,1970-01-01 00:00:01.711000236,844.8439171105126
190,NAUTILUS_01,1970-01-01 00:00:01.711000237,849.5221348403865
191,NAUTILUS_01,1970-01-01 00:00:01.711000238,847.0516265494806
192,NAUTILUS_01,1970-01-01 00:00:01.711000240,850.244768365506
193,NAUTILUS_01,1970-01-01 00:00:01.711000241,845.847839469722
194,NAUTILUS_01,1970-01-01 00:00:01.711000242,846.6928851142694
195,NAUTILUS_01,1970-01-01 00:00:01.711000243,844.4014450299434
196,NAUTILUS_01,1970-01-01 00:00:01.711000245,849.3210718382558
197,NAUTILUS_01,1970-01-01 00:00:01.711000246,845.8805654436584
198,NAUTILUS_01,1970-01-01 00:00:01.711000247,846.9003679677393
199,NAUTILUS_01,1970-01-01 00:00:01.711000248,846.1160741585048
200,NAUTILUS_01,1970-01-01 00:00:01.711000250,850.9564880636765
201,NAUTILUS_01,1970-01-01 00:00:01.711000251,850.6845657868107
202,NAUTILUS_01,1970-01-01 00:00:01.711000252,849.3255417486948
203,NAUTILUS_01,1970-01-01 00:00:01.711000253,846.388981323823
204,NAUTILUS_01,1970-01-01 00:00:01.711000255,851.4903125246622
205,NAUTILUS_01,1970-01-01 00:00:01.711000256,849.595121943225
206,NAUTILUS_01,1970-01-01 00:00:01.711000257,850.8499730881557
207,NAUTILUS_01,1970-01-01 00:00:01.711000258,847.9110332470085
208,NAUTILUS_01,1970-01-01 00:00:01.711000260,849.328432843927
209,NAUTILUS_01,1970-01-01 00:00:01.711000261,850.2707724149061
210,NAUTILUS_01,1970-01-01 00:00:01.711000262,846.0322203115816
211,NAUTILUS_01,1970-01-01 00:00:01.711000263,849.4920291038393
212,NAUTILUS_01,1970-01-01 00:00:01.711000265,851.9941145531624
213,NAUTILUS_01,1970-01-01 00:00:01.711000266,850.6648969890527
214,NAUTILUS_01,1970-01-01 00:00:01.711000267,850.9980983620756
215,NAUTILUS_01,1970-01-01 00:00:01.711000268,851.1525173343651
216,NAUTILUS_01,1970-01-01 00:00:01.711000270,852.7362969595575
217,NAUTILUS_01,1970-01-01 00:00:01.711000271,848.554091493378
218,NAUTILUS_01,1970-01-01 00:00:01.711000272,850.9393381756682
219,NAUTILUS_01,1970-01-01 00:00:01.711000273,854.3620608149153
220,NAUTILUS_01,1970-01-01 00:00:01.711000275,853.618309780958
221,NAUTILUS_01,1970-01-01 00:00:01.711000276,853.361613934072
222,NAUTILUS_01,1970-01-01 00:00:01.711000277,855.9600150043294
223,NAUTILUS_01,1970-01-01 00:00:01.711000278,854.5882308301823
224,NAUTILUS_01,1970-01-01 00:00:01.711000280,853.2304690373709
225,NAUTILUS_01,1970-01-01 00:00:01.711000281,851.0984413740034
226,NAUTILUS_01,1970-01-01 00:00:01.711000282,853.8314704765671
227,NAUTILUS_01,1970-01-01 00:00:01.711000283,855.065975728406
228,NAUTILUS_01,1970-01-01 00:00:01.711000285,854.2948339612284
229,NAUTILUS_01,1970-01-01 00:00:01.711000286,855.812430829867
230,NAUTILUS_01,1970-01-01 00:00:01.711000287,855.4680729914735
231,NAUTILUS_01,1970-01-01 00:00:01.711000288,855.4138730453516
232,NAUTILUS_01,1970-01-01 00:00:01.711000290,857.9954690773159
233,NAUTILUS_01,1970-01-01 00:00:01.711000291,859.4058589108338
234,NAUTILUS_01,1970-01-01 00:00:01.711000292,854.4285237458247
235,NAUTILUS_01,1970-01-01 00:00:01.711000293,859.2944403609155
236,NAUTILUS_01,1970-01-01 00:00:01.711000295,856.2265795338332
237,NAUTILUS_01,1970-01-01 00:00:01.711000296,854.4082016942003
238,NAUTILUS_01,1970-01-01 00:00:01.711000297,855.6154988077319
239,NAUTILUS_01,1970-01-01 00:00:01.711000298,861.1968441705187
240,NAUTILUS_01,1970-01-01 00:00:01.711000300,855.3051480532234
241,NAUTILUS_01,1970-01-01 00:00:01.711000301,855.8271791808012
242,NAUTILUS_01,1970-01-01 00:00:01.711000302,859.0536374710478
243,NAUTILUS_01,1970-01-01 00:00:01.711000303,856.5317460568954
244,NAUTILUS_01,1970-01-01 00:00:01.711000305,858.0292462791704
245,NAUTILUS_01,1970-01-01 00:00:01.711000306,857.4151991184177
246,NAUTILUS_01,1970-01-01 00:00:01.711000307,858.1677092689798
247,NAUTILUS_01,1970-01-01 00:00:01.711000308,860.6260258759971
248,NAUTILUS_01,1970-01-01 00:00:01.711000310,858.0851111187369
249,NAUTILUS_01,1970-01-01 00:00:01.711000311,861.7035272575522
250,NAUTILUS_01,1970-01-01 00:00:01.711000312,853.9780811828141
251,NAUTILUS_01,1970-01-01 00:00:01.711000313,863.5255296348168
252,NAUTILUS_01,1970-01-01 00:00:01.711000315,859.7720710624475
253,NAUTILUS_01,1970-01-01 00:00:01.711000316,857.4089906534382
254,NAUTILUS_01,1970-01-01 00:00:01.711000317,857.0230190826094
255,NAUTILUS_01,1970-01-01 00:00:01.711000318,859.2986230418022
256,NAUTILUS_01,1970-01-01 00:00:01.711000320,857.9989914623864
257,NAUTILUS_01,1970-01-01 00:00:01.711000321,858.5781966747206
258,NAUTILUS_01,1970-01-01 00:00:01.711000322,860.3143743721165
259,NAUTILUS_01,1970-01-01 00:00:01.711000323,859.7985884246771
260,NAUTILUS_01,1970-01-01 00:00:01.711000325,864.229081701799
261,NAUTILUS_01,1970-01-01 00:00:01.711000326,860.3818100489143
262,NAUTILUS_01,1970-01-01 00:00:01.711000327,865.1343967094126
263,NAUTILUS_01,1970-01-01 00:00:01.711000328,863.6463460568222
264,NAUTILUS_01,1970-01-01 00:00:01.711000330,859.2368748559098
265,NAUTILUS_01,1970-01-01 00:00:01.711000331,864.7450708744548
266,NAUTILUS_01,1970-01-01 00:00:01.711000332,861.6844523453956
267,NAUTILUS_01,1970-01-01 00:00:01.711000333,859.029177543017
268,NAUTILUS_01,1970-01-01 00:00:01.711000335,858.7826038327985
269,NAUTILUS_01,1970-01-01 00:00:01.711000336,865.0104361316503
270,NAUTILUS_01,1970-01-01 00:00:01.711000337,857.658926278994
271,NAUTILUS_01,1970-01-01 00:00:01.711000338,862.6209151051277
272,NAUTILUS_01,1970-01-01 00:00:01.711000340,862.783477591976
273,NAUTILUS_01,1970-01-01 00:00:01.711000341,862.0814962527927
274,NAUTILUS_01,1970-01-01 00:00:01.711000342,862.1094205616126
275,NAUTILUS_01,1970-01-01 00:00:01.711000343,863.7948904474024
276,NAUTILUS_01,1970-01-01 00:00:01.711000345,863.4790973964447
277,NAUTILUS_01,1970-01-01 00:00:01.711000346,863.1657328129811
278,NAUTILUS_01,1970-01-01 00:00:01.711000347,863.8989195391646
279,NAUTILUS_01,1970-01-01 00:00:01.711000348,862.3294690831706
280,NAUTILUS_01,1970-01-01 00:00:01.711000350,869.286444765233
281,NAUTILUS_01,1970-01-01 00:00:01.711000351,865.7457784828882
282,NAUTILUS_01,1970-01-01 00:00:01.711000352,862.8349792045464
283,NAUTILUS_01,1970-01-01 00:00:01.711000353,865.7438602607351
284,NAUTILUS_01,1970-01-01 00:00:01.711000355,864.1018295034843
285,NAUTILUS_01,1970-01-01 00:00:01.711000356,866.0006556237518
286,NAUTILUS_01,1970-01-01 00:00:01.711000357,866.9821071907172
287,NAUTILUS_01,1970-01-01 00:00:01.711000358,865.5021084607503
288,NAUTILUS_01,1970-01-01 00:00:01.711000360,869.1378833900225
289,NAUTILUS_01,1970-01-01 00:00:01.711000361,866.0807719745652
290,NAUTILUS_01,1970-01-01 00:00:01.711000362,867.104000667427
291,NAUTILUS_01,1970-01-01 00:00:01.711000363,866.5907658081245
292,NAUTILUS_01,1970-01-01 00:00:01.711000365,866.5302130546622
293,NAUTILUS_01,1970-01-01 00:00:01.711000366,867.7690730568023
294,NAUTILUS_01,1970-01-01 00:00:01.711000367,865.671114167114
295,NAUTILUS_01,1970-01-01 00:00:01.711000368,868.1252186160426
296,NAUTILUS_01,1970-01-01 00:00:01.711000370,864.7527419476297
297,NAUTILUS_01,1970-01-01 00:00:01.711000371,865.9214708057162
298,NAUTILUS_01,1970-01-01 00:00:01.711000372,867.4325516762171
299,NAUTILUS_01,1970-01-01 00:00:01.711000373,872.1508729236574
300,NAUTILUS_01,1970-01-01 00:00:01.711000375,864.8965810269258
301,NAUTILUS_01,1970-01-01 00:00:01.711000376,867.572752820717
302,NAUTILUS_01,1970-01-01 00:00:01.711000377,866.0270392493316
303,NAUTILUS_01,1970-01-01 00:00:01.711000378,867.9355341446228
304,NAUTILUS_01,1970-01-01 00:00:01.711000380,866.1657967263274
305,NAUTILUS_01,1970-01-01 00:00:01.711000381,865.7204925765637
306,NAUTILUS_01,1970-01-01 00:00:01.711000382,871.1160273853272
307,NAUTILUS_01,1970-01-01 00:00:01.711000383,868.8805487510048
308,NAUTILUS_01,1970-01-01 00:00:01.711000385,867.9205251868478
309,NAUTILUS_01,1970-01-01 00:00:01.711000386,870.2031789913369
310,NAUTILUS_01,1970-01-01 00:00:01.711000387,872.329733885595
311,NAUTILUS_01,1970-01-01 00:00:01.711000388,872.2902656641985
312,NAUTILUS_01,1970-01-01 00:00:01.711000390,873.6291376219596
313,NAUTILUS_01,1970-01-01 00:00:01.711000391,870.754435326199
314,NAUTILUS_01,1970-01-01 00:00:01.711000392,870.0975300496642
315,NAUTILUS_01,1970-01-01 00:00:01.711000393,869.738390989685
316,NAUTILUS_01,1970-01-01 00:00:01.711000395,870.1754330677353
317,NAUTILUS_01,1970-01-01 00:00:01.711000396,872.8544616057789
318,NAUTILUS_01,1970-01-01 00:00:01.711000397,871.8662512536242
319,NAUTILUS_01,1970-01-01 00:00:01.711000398,873.184219297249
320,NAUTILUS_01,1970-01-01 00:00:01.711000400,868.650018905778
321,NAUTILUS_01,1970-01-01 00:00:01.711000401,869.8471498994078
322,NAUTILUS_01,1970-01-01 00:00:01.711000402,871.9819896508137
323,NAUTILUS_01,1970-01-01 00:00:01.711000403,870.5723996878243
324,NAUTILUS_01,1970-01-01 00:00:01.711000405,869.9121648358961
325,NAUTILUS_01,1970-01-01 00:00:01.711000406,877.6606431067539
326,NAUTILUS_01,1970-01-01 00:00:01.711000407,874.7069096504711
327,NAUTILUS_01,1970-01-01 00:00:01.711000408,873.9884750665472
328,NAUTILUS_01,1970-01-01 00:00:01.711000410,872.6937249009823
329,NAUTILUS_01,1970-01-01 00:00:01.711000411,875.0914906272841
330,NAUTILUS_01,1970-01-01 00:00:01.711000412,879.4587815475697
331,NAUTILUS_01,1970-01-01 00:00:01.711000413,872.3124101279277
332,NAUTILUS_01,1970-01-01 00:00:01.711000415,874.7907163209595
333,NAUTILUS_01,1970-01-01 00:00:01.711000416,873.4264784275148
334,NAUTILUS_01,1970-01-01 00:00:01.711000417,875.2042993844401
335,NAUTILUS_01,1970-01-01 00:00:01.711000418,873.6332398907216
336,NAUTILUS_01,1970-01-01 00:00:01.711000420,875.641039084716
337,NAUTILUS_01,1970-01-01 00:00:01.711000421,872.9568519519294
338,NAUTILUS_01,1970-01-01 00:00:01.711000422,873.9512009856986
339,NAUTILUS_01,1970-01-01 00:00:01.711000423,875.0317224920271
340,NAUTILUS_01,1970-01-01 00:00:01.711000425,875.2184394737903
341,NAUTILUS_01,1970-01-01 00:00:01.711000426,873.4998511521385
342,NAUTILUS_01,1970-01-01 00:00:01.711000427,876.1629889315032
343,NAUTILUS_01,1970-01-01 00:00:01.711000428,873.2502716549891
344,NAUTILUS_01,1970-01-01 00:00:01.711000430,873.7803346184132
345,NAUTILUS_01,1970-01-01 00:00:01.711000431,873.9663922861106
346,NAUTILUS_01,1970-01-01 00:00:01.711000432,875.2081656764404
347,NAUTILUS_01,1970-01-01 00:00:01.711000433,875.5754837362293
348,NAUTILUS_01,1970-01-01 00:00:01.711000435,875.7699847798314
349,NAUTILUS_01,1970-01-01 00:00:01.711000436,874.5868369827584
350,NAUTILUS_01,1970-01-01 00:00:01.711000437,879.9716075569967
351,NAUTILUS_01,1970-01-01 00:00:01.711000438,877.355242557183
352,NAUTILUS_01,1970-01-01 00:00:01.711000440,879.1169027658522
353,NAUTILUS_01,1970-01-01 00:00:01.711000441,879.3693286255713
354,NAUTILUS_01,1970-01-01 00:00:01.711000442,875.9242531688795
355,NAUTILUS_01,1970-01-01 00:00:01.711000443,879.4984184505495
356,NAUTILUS_01,1970-01-01 00:00:01.711000445,876.7077829370215
357,NAUTILUS_01,1970-01-01 00:00:01.711000446,875.6049173579593
358,NAUTILUS_01,1970-01-01 00:00:01.711000447,878.554778178709
359,NAUTILUS_01,1970-01-01 00:00:01.711000448,879.1651669196958
360,NAUTILUS_01,1970-01-01 00:00:01.711000450,878.5709796798595
361,NAUTILUS_01,1970-01-01 00:00:01.711000451,875.8722126000315
362,NAUTILUS_01,1970-01-01 00:00:01.711000452,879.9873390165069
363,NAUTILUS_01,1970-01-01 00:00:01.711000453,880.9748359232073
364,NAUTILUS_01,1970-01-01 00:00:01.711000455,878.5326612023593
365,NAUTILUS_01,1970-01-01 00:00:01.711000456,880.8593569977464
366,NAUTILUS_01,1970-01-01 00:00:01.711000457,877.9056261466715
367,NAUTILUS_01,1970-01-01 00:00:01.711000458,874.991394021831
368,NAUTILUS_01,1970-01-01 00:00:01.711000460,880.3831273103282
369,NAUTILUS_01,1970-01-01 00:00:01.711000461,880.3197975535637
370,NAUTILUS_01,1970-01-01 00:00:01.711000462,880.316868360974
371,NAUTILUS_01,1970-01-01 00:00:01.711000463,880.7981610387102
372,NAUTILUS_01,1970-01-01 00:00:01.711000465,880.5895686614631
373,NAUTILUS_01,1970-01-01 00:00:01.711000466,877.9697122150724
374,NAUTILUS_01,1970-01-01 00:00:01.711000467,879.9070573470077
375,NAUTILUS_01,1970-01-01 00:00:01.711000468,880.9002840194378
376,NAUTILUS_01,1970-01-01 00:00:01.711000470,882.8341901534756
377,NAUTILUS_01,1970-01-01 00:00:01.711000471,877.5290041142136
